Exercice_number,Category_number,Used_pattern
665,0,"[3, 2, 5, 6, 7, 10, 12]"
665,1,"[5, 1, 6]"
665,2,"[5, 7, 4, 11]"
665,3,[3]
665,4,[1]
665,5,"[3, 4]"
665,6,"[4, 21]"
666,0,"[2, 4, 6, 5, 7, 9, 12]"
666,1,"[1, 5, 3]"
666,2,"[8, 2, 1, 13]"
666,3,[1]
666,4,[7]
666,5,"[2, 1]"
666,6,"[5, 2]"
667,0,"[3, 4, 6, 5, 7, 9, 11]"
667,1,"[3, 5, 2]"
667,2,"[7, 5, 6, 12]"
667,3,[3]
667,4,[3]
667,5,"[3, 4]"
667,6,"[21, 6]"
668,0,"[2, 1, 6, 5, 8, 9, 12]"
668,1,"[1, 6, 4]"
668,2,"[2, 1, 5, 11]"
668,3,[1]
668,4,[4]
668,5,"[3, 4]"
668,6,"[5, 7]"
669,0,"[3, 2, 5, 6, 7, 9, 12]"
669,1,"[1, 2, 6]"
669,2,"[1, 7, 2, 13]"
669,3,[3]
669,4,[4]
669,5,"[4, 1]"
669,6,"[4, 9]"
670,0,"[3, 2, 5, 6, 7, 10, 12]"
670,1,"[6, 1, 4]"
670,2,"[2, 7, 4, 13]"
670,3,[4]
670,4,[5]
670,5,"[3, 5]"
670,6,"[9, 15]"
671,0,"[3, 2, 6, 5, 7, 10, 11]"
671,1,"[3, 4, 1]"
671,2,"[8, 4, 2, 12]"
671,3,[2]
671,4,[4]
671,5,"[1, 4]"
671,6,"[9, 21]"
672,0,"[3, 4, 5, 6, 8, 9, 11]"
672,1,"[4, 1, 6]"
672,2,"[1, 5, 8, 13]"
672,3,[3]
672,4,[1]
672,5,"[3, 5]"
672,6,"[6, 2]"
673,0,"[3, 2, 5, 6, 8, 10, 12]"
673,1,"[2, 6, 5]"
673,2,"[4, 6, 3, 11]"
673,3,[2]
673,4,[2]
673,5,"[3, 5]"
673,6,"[2, 15]"
674,0,"[2, 4, 5, 6, 7, 10, 12]"
674,1,"[6, 4, 5]"
674,2,"[4, 1, 3, 10]"
674,3,[3]
674,4,[3]
674,5,"[4, 3]"
674,6,"[7, 11]"
675,0,"[4, 1, 6, 5, 8, 9, 11]"
675,1,"[5, 1, 3]"
675,2,"[4, 3, 1, 12]"
675,3,[1]
675,4,[3]
675,5,"[2, 5]"
675,6,"[8, 15]"
676,0,"[1, 2, 5, 6, 8, 10, 12]"
676,1,"[2, 5, 6]"
676,2,"[5, 2, 6, 11]"
676,3,[2]
676,4,[4]
676,5,"[1, 3]"
676,6,"[20, 7]"
677,0,"[3, 2, 6, 5, 7, 10, 11]"
677,1,"[5, 6, 2]"
677,2,"[7, 1, 5, 9]"
677,3,[1]
677,4,[1]
677,5,"[3, 4]"
677,6,"[8, 9]"
678,0,"[1, 4, 5, 6, 8, 9, 12]"
678,1,"[6, 3, 2]"
678,2,"[2, 3, 1, 12]"
678,3,[2]
678,4,[5]
678,5,"[3, 2]"
678,6,"[7, 10]"
679,0,"[3, 2, 5, 6, 8, 9, 11]"
679,1,"[5, 3, 2]"
679,2,"[3, 5, 1, 11]"
679,3,[2]
679,4,[7]
679,5,"[3, 4]"
679,6,"[8, 4]"
680,0,"[4, 1, 5, 6, 7, 9, 12]"
680,1,"[3, 6, 1]"
680,2,"[2, 1, 3, 13]"
680,3,[2]
680,4,[3]
680,5,"[1, 3]"
680,6,"[5, 8]"
681,0,"[1, 4, 6, 5, 8, 10, 12]"
681,1,"[3, 5, 1]"
681,2,"[4, 6, 1, 12]"
681,3,[2]
681,4,[6]
681,5,"[5, 3]"
681,6,"[15, 9]"
682,0,"[2, 1, 6, 5, 7, 10, 11]"
682,1,"[2, 3, 6]"
682,2,"[7, 6, 3, 11]"
682,3,[2]
682,4,[6]
682,5,"[3, 5]"
682,6,"[21, 2]"
683,0,"[3, 4, 6, 5, 7, 10, 12]"
683,1,"[1, 5, 4]"
683,2,"[3, 4, 2, 13]"
683,3,[2]
683,4,[3]
683,5,"[4, 5]"
683,6,"[16, 8]"
684,0,"[1, 2, 6, 5, 7, 9, 12]"
684,1,"[1, 2, 6]"
684,2,"[4, 5, 8, 12]"
684,3,[1]
684,4,[3]
684,5,"[2, 3]"
684,6,"[12, 21]"
685,0,"[1, 3, 6, 5, 7, 10, 11]"
685,1,"[4, 2, 5]"
685,2,"[8, 1, 7, 9]"
685,3,[1]
685,4,[6]
685,5,"[2, 5]"
685,6,"[15, 10]"
686,0,"[1, 3, 6, 5, 7, 9, 12]"
686,1,"[4, 2, 5]"
686,2,"[8, 3, 5, 10]"
686,3,[1]
686,4,[7]
686,5,"[2, 1]"
686,6,"[21, 16]"
687,0,"[2, 1, 5, 6, 7, 9, 11]"
687,1,"[4, 6, 5]"
687,2,"[2, 3, 8, 10]"
687,3,[2]
687,4,[5]
687,5,"[2, 1]"
687,6,"[15, 20]"
688,0,"[2, 3, 5, 6, 8, 10, 11]"
688,1,"[6, 5, 3]"
688,2,"[1, 6, 4, 9]"
688,3,[1]
688,4,[3]
688,5,"[2, 4]"
688,6,"[20, 10]"
689,0,"[3, 4, 5, 6, 8, 9, 11]"
689,1,"[1, 4, 5]"
689,2,"[7, 6, 4, 11]"
689,3,[3]
689,4,[3]
689,5,"[3, 5]"
689,6,"[10, 15]"
690,0,"[4, 3, 5, 6, 8, 10, 12]"
690,1,"[3, 4, 5]"
690,2,"[1, 4, 2, 12]"
690,3,[1]
690,4,[7]
690,5,"[4, 1]"
690,6,"[6, 1]"
691,0,"[3, 1, 6, 5, 8, 10, 11]"
691,1,"[2, 3, 1]"
691,2,"[7, 6, 1, 12]"
691,3,[2]
691,4,[2]
691,5,"[2, 3]"
691,6,"[5, 16]"
692,0,"[3, 2, 6, 5, 7, 9, 12]"
692,1,"[1, 2, 6]"
692,2,"[6, 2, 4, 12]"
692,3,[4]
692,4,[5]
692,5,"[2, 5]"
692,6,"[2, 11]"
693,0,"[4, 3, 6, 5, 8, 10, 11]"
693,1,"[2, 1, 3]"
693,2,"[8, 2, 6, 12]"
693,3,[4]
693,4,[3]
693,5,"[3, 2]"
693,6,"[10, 9]"
694,0,"[3, 2, 5, 6, 8, 9, 11]"
694,1,"[5, 2, 3]"
694,2,"[4, 7, 6, 11]"
694,3,[2]
694,4,[6]
694,5,"[5, 2]"
694,6,"[11, 5]"
695,0,"[4, 3, 6, 5, 7, 10, 12]"
695,1,"[4, 1, 5]"
695,2,"[1, 5, 4, 13]"
695,3,[3]
695,4,[5]
695,5,"[2, 1]"
695,6,"[9, 5]"
696,0,"[2, 3, 6, 5, 8, 10, 12]"
696,1,"[4, 6, 3]"
696,2,"[2, 1, 4, 9]"
696,3,[1]
696,4,[2]
696,5,"[1, 5]"
696,6,"[7, 15]"
697,0,"[2, 3, 5, 6, 7, 10, 12]"
697,1,"[3, 4, 2]"
697,2,"[6, 2, 5, 9]"
697,3,[1]
697,4,[1]
697,5,"[3, 5]"
697,6,"[6, 1]"
698,0,"[2, 4, 6, 5, 8, 9, 12]"
698,1,"[5, 2, 6]"
698,2,"[3, 1, 4, 9]"
698,3,[3]
698,4,[7]
698,5,"[1, 2]"
698,6,"[20, 2]"
699,0,"[1, 4, 6, 5, 8, 10, 12]"
699,1,"[3, 6, 2]"
699,2,"[2, 5, 1, 10]"
699,3,[1]
699,4,[7]
699,5,"[2, 3]"
699,6,"[20, 11]"
700,0,"[2, 1, 6, 5, 8, 9, 12]"
700,1,"[3, 2, 4]"
700,2,"[6, 4, 8, 11]"
700,3,[3]
700,4,[6]
700,5,"[4, 3]"
700,6,"[8, 2]"
701,0,"[1, 3, 6, 5, 7, 10, 11]"
701,1,"[5, 4, 6]"
701,2,"[5, 6, 7, 10]"
701,3,[4]
701,4,[6]
701,5,"[4, 1]"
701,6,"[1, 10]"
702,0,"[2, 1, 6, 5, 8, 9, 12]"
702,1,"[6, 5, 2]"
702,2,"[5, 6, 7, 13]"
702,3,[1]
702,4,[2]
702,5,"[4, 2]"
702,6,"[15, 8]"
703,0,"[4, 3, 6, 5, 8, 10, 11]"
703,1,"[4, 2, 5]"
703,2,"[3, 1, 8, 13]"
703,3,[4]
703,4,[4]
703,5,"[4, 2]"
703,6,"[20, 5]"
704,0,"[4, 2, 5, 6, 7, 9, 11]"
704,1,"[6, 3, 4]"
704,2,"[7, 2, 5, 10]"
704,3,[3]
704,4,[5]
704,5,"[2, 1]"
704,6,"[9, 10]"
705,0,"[3, 4, 5, 6, 7, 10, 11]"
705,1,"[5, 1, 6]"
705,2,"[3, 5, 2, 12]"
705,3,[2]
705,4,[4]
705,5,"[4, 3]"
705,6,"[10, 5]"
706,0,"[3, 2, 6, 5, 7, 9, 11]"
706,1,"[4, 5, 2]"
706,2,"[6, 4, 8, 12]"
706,3,[1]
706,4,[4]
706,5,"[4, 1]"
706,6,"[7, 11]"
707,0,"[1, 2, 5, 6, 8, 9, 11]"
707,1,"[4, 1, 6]"
707,2,"[5, 6, 2, 9]"
707,3,[1]
707,4,[1]
707,5,"[5, 3]"
707,6,"[6, 5]"
708,0,"[1, 4, 6, 5, 8, 10, 12]"
708,1,"[6, 2, 4]"
708,2,"[5, 1, 2, 9]"
708,3,[1]
708,4,[4]
708,5,"[4, 3]"
708,6,"[2, 5]"
709,0,"[3, 1, 6, 5, 8, 9, 11]"
709,1,"[1, 6, 3]"
709,2,"[5, 1, 2, 10]"
709,3,[4]
709,4,[4]
709,5,"[4, 1]"
709,6,"[11, 10]"
710,0,"[3, 1, 6, 5, 7, 9, 12]"
710,1,"[1, 5, 2]"
710,2,"[1, 3, 4, 9]"
710,3,[1]
710,4,[3]
710,5,"[5, 2]"
710,6,"[20, 2]"
711,0,"[2, 4, 5, 6, 7, 9, 12]"
711,1,"[2, 1, 4]"
711,2,"[3, 5, 6, 13]"
711,3,[1]
711,4,[4]
711,5,"[2, 5]"
711,6,"[9, 10]"
712,0,"[4, 3, 6, 5, 8, 9, 11]"
712,1,"[6, 4, 5]"
712,2,"[2, 8, 7, 13]"
712,3,[2]
712,4,[5]
712,5,"[4, 2]"
712,6,"[4, 10]"
713,0,"[3, 2, 5, 6, 7, 10, 12]"
713,1,"[6, 4, 1]"
713,2,"[2, 6, 5, 9]"
713,3,[2]
713,4,[3]
713,5,"[2, 1]"
713,6,"[10, 1]"
714,0,"[3, 2, 6, 5, 8, 9, 12]"
714,1,"[6, 2, 1]"
714,2,"[4, 3, 1, 11]"
714,3,[1]
714,4,[1]
714,5,"[1, 3]"
714,6,"[7, 5]"
715,0,"[4, 2, 5, 6, 8, 10, 12]"
715,1,"[1, 6, 5]"
715,2,"[5, 8, 4, 9]"
715,3,[2]
715,4,[2]
715,5,"[3, 4]"
715,6,"[2, 1]"
716,0,"[1, 3, 5, 6, 7, 9, 11]"
716,1,"[5, 1, 6]"
716,2,"[2, 5, 1, 10]"
716,3,[1]
716,4,[1]
716,5,"[1, 4]"
716,6,"[5, 20]"
717,0,"[4, 2, 6, 5, 7, 10, 11]"
717,1,"[6, 5, 2]"
717,2,"[7, 1, 8, 13]"
717,3,[2]
717,4,[3]
717,5,"[4, 5]"
717,6,"[16, 9]"
718,0,"[4, 3, 6, 5, 8, 9, 12]"
718,1,"[6, 5, 2]"
718,2,"[4, 7, 2, 11]"
718,3,[3]
718,4,[7]
718,5,"[1, 4]"
718,6,"[9, 1]"
719,0,"[1, 3, 5, 6, 7, 9, 11]"
719,1,"[5, 3, 4]"
719,2,"[5, 1, 6, 12]"
719,3,[3]
719,4,[3]
719,5,"[1, 3]"
719,6,"[11, 8]"
720,0,"[1, 3, 5, 6, 8, 9, 11]"
720,1,"[1, 2, 3]"
720,2,"[2, 8, 6, 9]"
720,3,[2]
720,4,[6]
720,5,"[1, 4]"
720,6,"[16, 10]"
721,0,"[2, 4, 5, 6, 8, 9, 11]"
721,1,"[2, 1, 6]"
721,2,"[8, 5, 7, 13]"
721,3,[4]
721,4,[3]
721,5,"[1, 5]"
721,6,"[7, 1]"
722,0,"[4, 3, 6, 5, 8, 9, 11]"
722,1,"[4, 2, 6]"
722,2,"[7, 8, 3, 13]"
722,3,[1]
722,4,[1]
722,5,"[3, 4]"
722,6,"[20, 11]"
723,0,"[1, 3, 6, 5, 8, 10, 11]"
723,1,"[2, 1, 5]"
723,2,"[2, 1, 7, 11]"
723,3,[4]
723,4,[1]
723,5,"[3, 1]"
723,6,"[15, 1]"
724,0,"[4, 3, 5, 6, 8, 9, 12]"
724,1,"[2, 3, 1]"
724,2,"[1, 3, 2, 11]"
724,3,[4]
724,4,[6]
724,5,"[2, 3]"
724,6,"[20, 11]"
725,0,"[2, 1, 6, 5, 8, 9, 11]"
725,1,"[5, 6, 1]"
725,2,"[1, 4, 7, 12]"
725,3,[3]
725,4,[4]
725,5,"[5, 2]"
725,6,"[2, 9]"
726,0,"[1, 2, 6, 5, 7, 9, 11]"
726,1,"[6, 4, 1]"
726,2,"[4, 8, 3, 13]"
726,3,[3]
726,4,[3]
726,5,"[3, 1]"
726,6,"[5, 15]"
727,0,"[1, 2, 6, 5, 7, 9, 12]"
727,1,"[4, 1, 2]"
727,2,"[3, 2, 7, 9]"
727,3,[2]
727,4,[6]
727,5,"[5, 2]"
727,6,"[2, 20]"
728,0,"[4, 2, 6, 5, 8, 9, 12]"
728,1,"[2, 3, 5]"
728,2,"[3, 5, 2, 12]"
728,3,[3]
728,4,[1]
728,5,"[2, 1]"
728,6,"[11, 9]"
729,0,"[4, 1, 5, 6, 8, 10, 12]"
729,1,"[2, 5, 6]"
729,2,"[6, 5, 7, 11]"
729,3,[2]
729,4,[7]
729,5,"[3, 1]"
729,6,"[21, 11]"
730,0,"[4, 2, 5, 6, 8, 10, 12]"
730,1,"[6, 3, 1]"
730,2,"[7, 5, 2, 11]"
730,3,[1]
730,4,[5]
730,5,"[5, 3]"
730,6,"[15, 8]"
731,0,"[3, 2, 6, 5, 8, 9, 11]"
731,1,"[2, 4, 3]"
731,2,"[2, 5, 8, 12]"
731,3,[4]
731,4,[2]
731,5,"[4, 1]"
731,6,"[1, 9]"
732,0,"[3, 2, 5, 6, 7, 10, 12]"
732,1,"[1, 3, 5]"
732,2,"[1, 7, 2, 9]"
732,3,[1]
732,4,[1]
732,5,"[1, 3]"
732,6,"[5, 4]"
733,0,"[3, 4, 5, 6, 8, 10, 12]"
733,1,"[4, 5, 3]"
733,2,"[2, 7, 4, 10]"
733,3,[3]
733,4,[7]
733,5,"[5, 3]"
733,6,"[15, 20]"
734,0,"[3, 1, 5, 6, 8, 10, 12]"
734,1,"[6, 3, 1]"
734,2,"[3, 5, 8, 13]"
734,3,[2]
734,4,[6]
734,5,"[3, 5]"
734,6,"[7, 1]"
735,0,"[4, 1, 5, 6, 7, 9, 11]"
735,1,"[4, 6, 3]"
735,2,"[6, 4, 7, 9]"
735,3,[1]
735,4,[1]
735,5,"[1, 3]"
735,6,"[11, 5]"
736,0,"[2, 1, 6, 5, 8, 10, 12]"
736,1,"[1, 2, 5]"
736,2,"[6, 5, 1, 9]"
736,3,[3]
736,4,[3]
736,5,"[2, 5]"
736,6,"[10, 21]"
737,0,"[4, 3, 5, 6, 8, 10, 11]"
737,1,"[2, 4, 3]"
737,2,"[6, 5, 8, 10]"
737,3,[1]
737,4,[2]
737,5,"[4, 2]"
737,6,"[6, 5]"
738,0,"[4, 2, 5, 6, 7, 10, 12]"
738,1,"[3, 2, 1]"
738,2,"[2, 8, 6, 13]"
738,3,[4]
738,4,[3]
738,5,"[2, 1]"
738,6,"[15, 9]"
739,0,"[3, 4, 5, 6, 8, 10, 12]"
739,1,"[4, 2, 1]"
739,2,"[5, 7, 2, 11]"
739,3,[4]
739,4,[6]
739,5,"[3, 2]"
739,6,"[7, 20]"
740,0,"[3, 1, 6, 5, 7, 9, 11]"
740,1,"[6, 5, 3]"
740,2,"[2, 1, 3, 9]"
740,3,[2]
740,4,[6]
740,5,"[3, 4]"
740,6,"[11, 10]"
741,0,"[3, 4, 6, 5, 8, 9, 12]"
741,1,"[2, 1, 3]"
741,2,"[5, 1, 8, 12]"
741,3,[1]
741,4,[5]
741,5,"[1, 3]"
741,6,"[16, 9]"
742,0,"[3, 4, 6, 5, 7, 9, 12]"
742,1,"[2, 4, 1]"
742,2,"[4, 3, 1, 11]"
742,3,[2]
742,4,[6]
742,5,"[4, 2]"
742,6,"[7, 15]"
743,0,"[3, 1, 5, 6, 7, 9, 12]"
743,1,"[1, 6, 4]"
743,2,"[6, 2, 3, 13]"
743,3,[2]
743,4,[7]
743,5,"[3, 1]"
743,6,"[2, 8]"
744,0,"[4, 2, 5, 6, 7, 10, 12]"
744,1,"[1, 4, 2]"
744,2,"[3, 2, 5, 12]"
744,3,[2]
744,4,[4]
744,5,"[2, 5]"
744,6,"[8, 15]"
745,0,"[4, 3, 6, 5, 7, 10, 11]"
745,1,"[5, 2, 3]"
745,2,"[2, 3, 5, 12]"
745,3,[2]
745,4,[4]
745,5,"[1, 3]"
745,6,"[6, 9]"
746,0,"[4, 1, 6, 5, 7, 9, 11]"
746,1,"[5, 3, 1]"
746,2,"[2, 6, 4, 13]"
746,3,[1]
746,4,[1]
746,5,"[3, 2]"
746,6,"[15, 9]"
747,0,"[2, 4, 6, 5, 8, 10, 12]"
747,1,"[3, 6, 2]"
747,2,"[6, 4, 2, 10]"
747,3,[2]
747,4,[1]
747,5,"[4, 3]"
747,6,"[20, 21]"
748,0,"[3, 1, 6, 5, 7, 10, 11]"
748,1,"[4, 6, 2]"
748,2,"[2, 3, 4, 11]"
748,3,[3]
748,4,[5]
748,5,"[3, 2]"
748,6,"[16, 1]"
749,0,"[4, 2, 6, 5, 8, 9, 11]"
749,1,"[4, 1, 6]"
749,2,"[4, 2, 7, 10]"
749,3,[4]
749,4,[2]
749,5,"[2, 4]"
749,6,"[10, 2]"
750,0,"[4, 3, 6, 5, 7, 9, 12]"
750,1,"[2, 4, 5]"
750,2,"[4, 5, 2, 11]"
750,3,[1]
750,4,[7]
750,5,"[1, 4]"
750,6,"[10, 1]"
751,0,"[4, 2, 5, 6, 7, 10, 12]"
751,1,"[3, 2, 6]"
751,2,"[1, 7, 2, 9]"
751,3,[2]
751,4,[7]
751,5,"[1, 2]"
751,6,"[16, 5]"
752,0,"[1, 4, 6, 5, 8, 9, 11]"
752,1,"[1, 3, 5]"
752,2,"[7, 3, 2, 11]"
752,3,[4]
752,4,[3]
752,5,"[1, 2]"
752,6,"[9, 10]"
753,0,"[4, 1, 6, 5, 7, 10, 12]"
753,1,"[5, 4, 6]"
753,2,"[6, 3, 5, 9]"
753,3,[1]
753,4,[2]
753,5,"[2, 1]"
753,6,"[2, 7]"
754,0,"[1, 4, 6, 5, 8, 9, 12]"
754,1,"[3, 1, 4]"
754,2,"[2, 3, 6, 13]"
754,3,[1]
754,4,[3]
754,5,"[3, 2]"
754,6,"[21, 6]"
755,0,"[3, 1, 6, 5, 7, 10, 11]"
755,1,"[6, 4, 1]"
755,2,"[5, 3, 2, 11]"
755,3,[2]
755,4,[1]
755,5,"[4, 3]"
755,6,"[20, 4]"
756,0,"[3, 2, 5, 6, 8, 10, 12]"
756,1,"[1, 3, 2]"
756,2,"[8, 4, 5, 13]"
756,3,[2]
756,4,[6]
756,5,"[3, 5]"
756,6,"[4, 1]"
757,0,"[2, 4, 5, 6, 7, 10, 11]"
757,1,"[3, 6, 2]"
757,2,"[2, 5, 8, 10]"
757,3,[2]
757,4,[7]
757,5,"[5, 2]"
757,6,"[9, 2]"
758,0,"[4, 2, 5, 6, 8, 10, 11]"
758,1,"[3, 2, 5]"
758,2,"[7, 5, 1, 11]"
758,3,[3]
758,4,[3]
758,5,"[3, 5]"
758,6,"[20, 7]"
759,0,"[2, 1, 6, 5, 7, 10, 11]"
759,1,"[6, 5, 1]"
759,2,"[8, 1, 3, 12]"
759,3,[1]
759,4,[4]
759,5,"[3, 2]"
759,6,"[2, 5]"
760,0,"[2, 4, 6, 5, 8, 10, 12]"
760,1,"[4, 5, 2]"
760,2,"[4, 1, 8, 10]"
760,3,[4]
760,4,[1]
760,5,"[4, 1]"
760,6,"[10, 9]"
761,0,"[2, 3, 6, 5, 7, 10, 12]"
761,1,"[2, 6, 4]"
761,2,"[4, 7, 5, 10]"
761,3,[4]
761,4,[2]
761,5,"[2, 4]"
761,6,"[11, 1]"
762,0,"[1, 2, 5, 6, 8, 9, 12]"
762,1,"[2, 1, 6]"
762,2,"[6, 8, 7, 12]"
762,3,[4]
762,4,[5]
762,5,"[4, 1]"
762,6,"[11, 1]"
763,0,"[3, 4, 5, 6, 7, 9, 11]"
763,1,"[4, 5, 1]"
763,2,"[1, 2, 5, 11]"
763,3,[2]
763,4,[4]
763,5,"[1, 4]"
763,6,"[7, 5]"
764,0,"[3, 1, 5, 6, 8, 9, 11]"
764,1,"[6, 5, 1]"
764,2,"[8, 5, 4, 11]"
764,3,[3]
764,4,[4]
764,5,"[1, 2]"
764,6,"[15, 5]"
765,0,"[1, 2, 5, 6, 8, 10, 11]"
765,1,"[5, 1, 3]"
765,2,"[1, 3, 4, 13]"
765,3,[1]
765,4,[1]
765,5,"[4, 1]"
765,6,"[10, 4]"
766,0,"[3, 4, 5, 6, 7, 9, 11]"
766,1,"[1, 2, 3]"
766,2,"[5, 6, 4, 12]"
766,3,[4]
766,4,[5]
766,5,"[3, 5]"
766,6,"[15, 11]"
767,0,"[3, 4, 6, 5, 8, 10, 12]"
767,1,"[1, 2, 5]"
767,2,"[8, 2, 6, 10]"
767,3,[2]
767,4,[7]
767,5,"[4, 2]"
767,6,"[2, 8]"
768,0,"[4, 1, 5, 6, 7, 10, 12]"
768,1,"[4, 5, 2]"
768,2,"[3, 8, 6, 10]"
768,3,[2]
768,4,[7]
768,5,"[3, 4]"
768,6,"[20, 16]"
769,0,"[4, 2, 6, 5, 8, 10, 12]"
769,1,"[5, 2, 6]"
769,2,"[7, 8, 1, 11]"
769,3,[3]
769,4,[5]
769,5,"[5, 3]"
769,6,"[15, 1]"
770,0,"[2, 4, 5, 6, 8, 9, 11]"
770,1,"[3, 4, 1]"
770,2,"[1, 5, 4, 13]"
770,3,[4]
770,4,[7]
770,5,"[2, 1]"
770,6,"[8, 1]"
771,0,"[4, 3, 6, 5, 8, 9, 11]"
771,1,"[1, 2, 4]"
771,2,"[1, 3, 7, 13]"
771,3,[2]
771,4,[2]
771,5,"[5, 3]"
771,6,"[4, 11]"
772,0,"[3, 4, 6, 5, 8, 10, 12]"
772,1,"[6, 1, 2]"
772,2,"[3, 7, 1, 9]"
772,3,[1]
772,4,[7]
772,5,"[2, 4]"
772,6,"[20, 7]"
773,0,"[3, 1, 6, 5, 7, 9, 11]"
773,1,"[1, 5, 6]"
773,2,"[8, 7, 2, 13]"
773,3,[1]
773,4,[7]
773,5,"[5, 2]"
773,6,"[2, 5]"
774,0,"[2, 1, 6, 5, 7, 9, 12]"
774,1,"[4, 6, 5]"
774,2,"[5, 2, 4, 13]"
774,3,[1]
774,4,[4]
774,5,"[3, 5]"
774,6,"[10, 7]"
775,0,"[3, 1, 5, 6, 8, 9, 11]"
775,1,"[3, 2, 6]"
775,2,"[5, 3, 2, 9]"
775,3,[3]
775,4,[2]
775,5,"[2, 1]"
775,6,"[15, 9]"
776,0,"[3, 2, 5, 6, 7, 9, 11]"
776,1,"[6, 4, 1]"
776,2,"[5, 7, 1, 10]"
776,3,[1]
776,4,[1]
776,5,"[5, 1]"
776,6,"[8, 5]"
777,0,"[2, 1, 6, 5, 8, 9, 11]"
777,1,"[6, 1, 3]"
777,2,"[7, 3, 6, 9]"
777,3,[1]
777,4,[7]
777,5,"[2, 5]"
777,6,"[9, 20]"
778,0,"[2, 3, 6, 5, 7, 10, 12]"
778,1,"[5, 6, 2]"
778,2,"[1, 3, 6, 12]"
778,3,[1]
778,4,[3]
778,5,"[2, 5]"
778,6,"[15, 1]"
779,0,"[3, 1, 6, 5, 7, 9, 11]"
779,1,"[5, 4, 2]"
779,2,"[8, 6, 2, 9]"
779,3,[4]
779,4,[4]
779,5,"[5, 3]"
779,6,"[6, 20]"
780,0,"[4, 2, 6, 5, 7, 10, 11]"
780,1,"[3, 5, 1]"
780,2,"[6, 3, 2, 11]"
780,3,[4]
780,4,[1]
780,5,"[1, 5]"
780,6,"[8, 7]"
781,0,"[3, 1, 5, 6, 8, 9, 12]"
781,1,"[3, 4, 5]"
781,2,"[3, 4, 8, 9]"
781,3,[2]
781,4,[7]
781,5,"[1, 5]"
781,6,"[7, 10]"
782,0,"[1, 3, 5, 6, 8, 10, 12]"
782,1,"[3, 5, 1]"
782,2,"[5, 6, 7, 11]"
782,3,[2]
782,4,[3]
782,5,"[3, 5]"
782,6,"[21, 10]"
783,0,"[1, 4, 6, 5, 7, 9, 12]"
783,1,"[1, 5, 3]"
783,2,"[5, 8, 4, 11]"
783,3,[2]
783,4,[7]
783,5,"[2, 1]"
783,6,"[2, 16]"
784,0,"[1, 4, 5, 6, 7, 10, 11]"
784,1,"[2, 6, 5]"
784,2,"[1, 8, 4, 10]"
784,3,[4]
784,4,[7]
784,5,"[2, 4]"
784,6,"[4, 16]"
785,0,"[1, 4, 6, 5, 8, 9, 11]"
785,1,"[3, 2, 6]"
785,2,"[6, 5, 3, 10]"
785,3,[3]
785,4,[2]
785,5,"[3, 5]"
785,6,"[2, 9]"
786,0,"[2, 4, 6, 5, 7, 9, 12]"
786,1,"[5, 2, 6]"
786,2,"[6, 4, 3, 13]"
786,3,[4]
786,4,[4]
786,5,"[1, 4]"
786,6,"[21, 11]"
787,0,"[4, 1, 5, 6, 8, 10, 12]"
787,1,"[2, 5, 1]"
787,2,"[5, 3, 8, 9]"
787,3,[1]
787,4,[6]
787,5,"[5, 1]"
787,6,"[8, 5]"
788,0,"[2, 3, 5, 6, 8, 9, 11]"
788,1,"[2, 4, 3]"
788,2,"[1, 3, 2, 11]"
788,3,[4]
788,4,[2]
788,5,"[1, 2]"
788,6,"[1, 15]"
789,0,"[1, 2, 6, 5, 7, 9, 12]"
789,1,"[6, 1, 4]"
789,2,"[8, 5, 1, 13]"
789,3,[3]
789,4,[6]
789,5,"[4, 3]"
789,6,"[6, 2]"
790,0,"[3, 1, 5, 6, 7, 9, 11]"
790,1,"[1, 6, 2]"
790,2,"[1, 4, 2, 11]"
790,3,[1]
790,4,[2]
790,5,"[2, 3]"
790,6,"[15, 9]"
791,0,"[4, 1, 6, 5, 8, 9, 11]"
791,1,"[5, 4, 3]"
791,2,"[5, 8, 3, 13]"
791,3,[1]
791,4,[3]
791,5,"[3, 1]"
791,6,"[8, 2]"
792,0,"[3, 2, 5, 6, 8, 9, 11]"
792,1,"[3, 1, 2]"
792,2,"[5, 6, 2, 11]"
792,3,[1]
792,4,[5]
792,5,"[4, 2]"
792,6,"[10, 7]"
793,0,"[2, 3, 5, 6, 8, 10, 12]"
793,1,"[4, 3, 5]"
793,2,"[6, 1, 2, 10]"
793,3,[1]
793,4,[1]
793,5,"[2, 3]"
793,6,"[15, 16]"
794,0,"[2, 4, 6, 5, 7, 10, 11]"
794,1,"[1, 2, 4]"
794,2,"[5, 2, 6, 13]"
794,3,[4]
794,4,[3]
794,5,"[3, 1]"
794,6,"[11, 1]"
795,0,"[1, 2, 6, 5, 7, 9, 11]"
795,1,"[4, 5, 2]"
795,2,"[1, 3, 6, 12]"
795,3,[2]
795,4,[7]
795,5,"[5, 3]"
795,6,"[21, 1]"
796,0,"[1, 3, 5, 6, 8, 10, 11]"
796,1,"[5, 3, 2]"
796,2,"[6, 3, 2, 9]"
796,3,[4]
796,4,[3]
796,5,"[5, 4]"
796,6,"[5, 8]"
797,0,"[3, 2, 5, 6, 8, 9, 12]"
797,1,"[4, 5, 6]"
797,2,"[8, 6, 2, 12]"
797,3,[2]
797,4,[6]
797,5,"[5, 1]"
797,6,"[10, 21]"
